Date,Current,Voltage,speed_rpm,means,anomaly_score,is_anomaly,suggestion
2025-07-22 13:38:31,1.634,12.06,8103,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.15310940177896204,False,
2025-07-22 13:38:32,1.605,11.93,7909,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18033231285598716,False,
2025-07-22 13:38:33,1.646,12.048,7915,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.16488659423025276,False,
2025-07-22 13:38:34,1.641,11.945,8107,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.13773474472924963,False,
2025-07-22 13:38:35,1.636,12.048,8054,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19071065046656416,False,
2025-07-22 13:38:36,1.678,12.028,7870,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1045805873513489,False,
2025-07-22 13:38:37,1.59,12.105,8105,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.12135595356791312,False,
2025-07-22 13:38:38,1.558,11.991,7814,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.08318823320032886,False,
2025-07-22 13:38:39,1.647,12.052,8061,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18110216929308454,False,
2025-07-22 13:38:40,1.614,12.122,8013,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.14308054053827746,False,
2025-07-22 13:38:41,1.665,12.026,7954,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.17087204591014316,False,
2025-07-22 13:38:42,1.561,11.964,8116,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1313755874402811,False,
2025-07-22 13:38:43,1.611,11.904,7951,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.17766678651622514,False,
2025-07-22 13:38:44,1.625,12.006,7951,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.20269205050304734,False,
2025-07-22 13:38:45,1.621,11.944,8064,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19511163263238213,False,
2025-07-22 13:38:46,1.616,11.97,7922,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19808882752255064,False,
2025-07-22 13:38:47,1.6,12.007,7963,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.20609650011874214,False,
2025-07-22 13:38:48,1.526,11.909,8032,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.11081619061617504,False,
2025-07-22 13:38:49,1.572,11.974,8164,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.08808069629442089,False,
2025-07-22 13:38:50,1.607,12.03,8100,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.16751264422486767,False,
2025-07-22 13:38:51,1.588,11.854,8089,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.07549985005842441,False,
2025-07-22 13:38:52,1.608,11.971,7992,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.21090274168774803,False,
2025-07-22 13:38:53,1.584,11.962,8019,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19964070576768733,False,
2025-07-22 13:38:54,1.6,11.931,8048,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18978679940085735,False,
2025-07-22 13:38:55,1.69,11.903,8005,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.12326093496232454,False,
2025-07-22 13:38:56,1.585,12.047,7986,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19350823133309547,False,
2025-07-22 13:38:57,1.586,12.031,7829,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.10952556366879684,False,
2025-07-22 13:38:58,1.634,12.03,8039,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19849074156684487,False,
2025-07-22 13:38:59,1.582,11.989,7947,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.2045042201323775,False,
2025-07-22 13:39:00,1.698,12.022,7994,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1343103297778242,False,
2025-07-22 13:39:01,1.625,11.915,8089,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.15525773926938302,False,
2025-07-22 13:39:02,1.547,12.003,8028,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.17344383420583576,False,
2025-07-22 13:39:03,1.612,12.005,7982,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.20936301943436558,False,
2025-07-22 13:39:04,1.577,11.949,7851,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.13319128656802093,False,
2025-07-22 13:39:05,1.686,12.089,8091,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.09110087595296945,False,
2025-07-22 13:39:06,1.568,12.021,8014,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19532318790477854,False,
2025-07-22 13:39:07,1.698,11.995,7970,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.12612161961196022,False,
2025-07-22 13:39:08,1.689,11.904,7957,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.11175851017903177,False,
2025-07-22 13:39:09,1.513,12.105,8084,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.09238065850587435,False,
2025-07-22 13:39:10,1.646,12.104,7930,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.12167530769217594,False,
2025-07-22 13:39:11,1.626,11.915,7846,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.11728494353902552,False,
2025-07-22 13:39:12,1.607,12.08,7985,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18269006864720205,False,
2025-07-22 13:39:13,1.628,11.945,7991,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.2020760772246477,False,
2025-07-22 13:39:14,1.564,11.971,7929,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18760452646113296,False,
2025-07-22 13:39:15,1.606,12.101,8073,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1680845167976155,False,
2025-07-22 13:39:16,1.519,12.123,8051,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.08635691128090284,False,
2025-07-22 13:39:17,1.617,11.781,7886,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",0.0012038919895236422,True,Investigate sensor noise or unusual load.
2025-07-22 13:39:18,1.639,12.062,7993,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1892425920705164,False,
2025-07-22 13:39:19,1.598,11.948,7974,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.20317603068713558,False,
2025-07-22 13:39:20,1.685,11.955,8010,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.14888570493536463,False,
2025-07-22 13:39:21,1.556,12.023,7958,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.181664747861077,False,
2025-07-22 13:39:22,1.598,12.06,7892,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1630574522643956,False,
2025-07-22 13:39:23,1.598,11.997,7955,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.21167382331224832,False,
2025-07-22 13:39:24,1.442,12.02,7994,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.004815567958094458,False,
2025-07-22 13:39:25,1.645,11.999,7949,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18596736932616081,False,
2025-07-22 13:39:26,1.565,12.072,7956,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1610589437821512,False,
2025-07-22 13:39:27,1.655,12.09,8051,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.15085641547543743,False,
2025-07-22 13:39:28,1.595,12.037,8114,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.14854548921598798,False,
2025-07-22 13:39:29,1.578,11.887,7954,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.1337060698942028,False,
2025-07-22 13:39:30,1.681,12.003,8047,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.16366143680568046,False,
2025-07-22 13:39:31,1.598,11.997,7979,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.21407099514515676,False,
2025-07-22 13:39:32,1.557,11.981,7923,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.17852590766121973,False,
2025-07-22 13:39:33,1.517,11.98,8076,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.12220095673725562,False,
2025-07-22 13:39:34,1.572,12.009,8065,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18951545580171308,False,
2025-07-22 13:39:35,1.575,11.977,7971,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19992368533794053,False,
2025-07-22 13:39:36,1.564,12.042,7969,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.18464761032217447,False,
2025-07-22 13:39:37,1.687,12.05,7993,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.14756917970753947,False,
2025-07-22 13:39:38,1.597,11.963,8068,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.19795582596460992,False,
2025-07-22 13:39:39,1.559,11.95,8062,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",-0.17194830528830984,False,
2025-07-22 13:39:40,3.5,11.7,2000,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",0.14941116805278265,True,Check for mechanical jam / overload.
2025-07-22 13:39:41,3.5,11.7,2000,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",0.14941116805278265,True,Check for mechanical jam / overload.
2025-07-22 13:39:42,3.5,11.7,2000,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",0.14941116805278265,True,Check for mechanical jam / overload.
2025-07-22 13:39:43,3.5,11.7,2000,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",0.14941116805278265,True,Check for mechanical jam / overload.
2025-07-22 13:39:44,3.5,11.7,2000,"Current         1.698219
Voltage        11.981114
speed_rpm    7714.028571
dtype: float64",0.14941116805278265,True,Check for mechanical jam / overload.
